# Supplemental public-domain glossary for the definitions asset.
#
# Format: one entry per line, "<word>\t<gloss>". Lines starting with # and blank
# lines are ignored. Consumed by tools/mergedefs via -glossary. Only a word that is
# itself missing from a word list is folded into the asset, and existing
# (Wiktionary / Webster / WordNet) definitions always win.
#
# These glosses were extracted from public-domain sources for words the primary
# layers do not define. Provenance per section below; details in
# defs/assets/definitions/SOURCES.md.
#
# --- jamieson-scots ---
# Jamieson, Etymological Dictionary of the Scottish Language (PD); Gutenberg #40521.
landboards	an oversized skateboard built for rough ground
landdamne	(Shakespeare) to revile with violence
landdamned	(Shakespeare) to revile with violence
landdamnes	(Shakespeare) to revile with violence
landdamning	(Shakespeare) to revile with violence
lanolated	dressed or coated with lanolin
lapje	(South African) a cloth, a rag; also LAPPIE
lapjes	(South African) a cloth, a rag; also LAPPIE
laptray	a cushioned tray shaped to sit on the knees and carry a book or a meal
laptrays	a cushioned tray shaped to sit on the knees and carry a book or a meal
larney	(South African) a white or well-to-do person; also, of dress, smart
larneys	(South African) a white or well-to-do person; also, of dress, smart
larnier	(South African) a white or well-to-do person; also, of dress, smart
larniest	(South African) a white or well-to-do person; also, of dress, smart
lateenrigged	carrying the triangular fore-and-aft lateen sail
latrocinia	(obsolete) robbery on the road, brigandage; also LATROCINY
latrocinium	(obsolete) robbery on the road, brigandage; also LATROCINY
lauf	(German) a single timed descent in a bobsleigh competition
laufs	(German) a single timed descent in a bobsleigh competition
lawland	(Scots) belonging to the low country rather than the hills; also LALLAN, LALLAND, LOWLAND
lawlands	(Scots) belonging to the low country rather than the hills; also LALLAN, LALLAND, LOWLAND
learinesses	the condition of being wary and knowing
leear	(Scots) one who tells lies
leears	(Scots) one who tells lies
leeze	used in leeze me, Scots for lief is me, an exclamation of fondness
legatissimo	(Italian) to be played as smoothly and unbroken as can be managed
legatorial	having to do with one who leaves a legacy
leglan	(Scots) a pail used at the milking; also LEGLEN, LEGLIN
leglans	(Scots) a pail used at the milking; also LEGLEN, LEGLIN
leglen	(Scots) a pail used at the milking; also LEGLAN, LEGLIN
leglens	(Scots) a pail used at the milking; also LEGLAN, LEGLIN
lehaim	(Hebrew) the customary Jewish toast, meaning to life; also LECHAYIM, LEHAYIM, LECHAIM
lehaims	(Hebrew) the customary Jewish toast, meaning to life; also LECHAYIM, LEHAYIM, LECHAIM
leisler	a small dark bat, Leisler's bat
leislers	a small dark bat, Leisler's bat
lenti	(Italian) a movement to be taken at a slow pace
leprechawn	(Irish) a tiny sprite of Irish folk belief, shoemaker to the fairies and guardian of hidden gold; also LEPRECHAUN
leprechawns	(Irish) a tiny sprite of Irish folk belief, shoemaker to the fairies and guardian of hidden gold; also LEPRECHAUN
leptocercal	having a thin whip-like tail edged above and below by fins of like size
lequear	a recessed panel set into a ceiling between its beams; also LACUNAR, LAQUEARIA
lequears	a recessed panel set into a ceiling between its beams; also LACUNAR, LAQUEARIA
leucaemogen	an agent that helps bring on leukaemia; also LEUKAEMOGEN, LEUKEMOGEN
leucaemogenic	acting as a leucaemogen, tending to bring on leukaemia; also LEUKAEMOGENIC
leucaemogens	an agent that helps bring on leukaemia; also LEUKAEMOGEN, LEUKEMOGEN
leuchen	(Scots) to laugh
leucitohedra	the twenty-four-faced cubic solid whose shape typical crystals of leucite take
leucitohedron	the twenty-four-faced cubic solid whose shape typical crystals of leucite take
leucitohedrons	the twenty-four-faced cubic solid whose shape typical crystals of leucite take
leucocytotic	having to do with leucocytosis, a rise in the white cells of the blood
leucodermia	a disorder marked by pale patches on the skin ringed by darker pigment; also LEUCODERMA, LEUKODERMA
leucodermias	a disorder marked by pale patches on the skin ringed by darker pigment; also LEUCODERMA, LEUKODERMA
leughen	(Scots) to laugh
leukocytotic	having to do with leukocytosis, a rise in the number of white cells circulating in the blood
leukodermic	having to do with leukoderma, in which pale patches ringed by pigment appear on the skin; also LEUCODERMIC
leylandi	the fast-growing hybrid cypress much planted for hedging
leylandis	the fast-growing hybrid cypress much planted for hedging
libraire	(French) one who deals in books
libraires	(French) one who deals in books
librairie	(French) a shop where books are sold
librairies	(French) a shop where books are sold
licentiation	the holding of a licentiate, a degree or licence to practise
licentiations	the holding of a licentiate, a degree or licence to practise
lidgers	(obsolete) a resident envoy at a foreign court; also LEDGER, LEIDGER, LEIGER, LIEGER
lifull	(Spenser) brimming with the force of life; also LIFEFUL, LYFULL
lignicole	making its home in or upon wood; also LIGNICOLOUS
ligulifloral	bearing florets drawn out into a flat strap, as in the dandelion
limacel	(Latin) the small vestigial shell carried inside a slug
limacels	(Latin) the small vestigial shell carried inside a slug
limitablenesses	such that bounds may be set to it
limnaeid	a snail of the Lymnaeidae, the family of freshwater pond snails
limnaeids	a snail of the Lymnaeidae, the family of freshwater pond snails
linecast	to cast a whole line of type as one solid metal slug, as a Linotype machine does
lipidoplast	a small body in plant cytoplasm, above all in seed, that serves as a store of fat
lipidoplasts	a small body in plant cytoplasm, above all in seed, that serves as a store of fat
lipolitic	having to do with lipolysis, the splitting of fat into its parts; also LIPOLYTIC
liquorishnesses	(obsolete) tempting to the palate, and hence greedy or lustful; also LICKERISH
lithite	a small chalky grain laid down inside a cell of an animal
lithites	a small chalky grain laid down inside a cell of an animal
littleworth	(archaic) of no account
littlin	(Scots) a young child; also LITTLIE, LITTLING
littlins	(Scots) a young child; also LITTLIE, LITTLING
livelihead	(obsolete) briskness of spirit
liveliheads	(obsolete) briskness of spirit
loadsamonies	money made hand over fist in the boom of the 1980s, and the flaunting of it
loast	not tightly held or fastened; also, to let go; also LOWSE
localisability	the quality of admitting of being pinned to a particular place; also LOCALIZABILITY
locoplant	astragalus or a kindred plant whose alkaloid sends grazing stock out of their senses; also LOCOWEED
locoplants	astragalus or a kindred plant whose alkaloid sends grazing stock out of their senses; also LOCOWEED
logjuice	(slang) cheap port, as though dyed with logwood
logjuices	(slang) cheap port, as though dyed with logwood
logogriphic	after the manner of a logogriph, a puzzle whose answer is built from letters taken out of other words
loipen	(Danish) a prepared trail for cross-country skiing
longwearing	standing up to long use without wearing out
looffuls	(Scots) as much as the open palm will hold
looten	to permit; also, to hinder or obstruct
losen	(Spenser) to slacken, to set loose
loslyf	(offensive South African) a woman of loose morals
loslyfs	(offensive South African) a woman of loose morals
lothnesses	unwillingness, reluctance to act
lou	(Scots) to love; also LOO
lound	(Scots) to grow still, to settle; also LOUN
lounded	(Scots) to grow still, to settle; also LOUN
lounding	(Scots) to grow still, to settle; also LOUN
lounds	(Scots) to grow still, to settle; also LOUN
loupit	(Scots) to jump; also LOWP
lownd	(Scots) still, sheltered from the wind; also, to quieten; also LOUN, LOUND, LOWN, LOWNE
lownded	(Scots) still, sheltered from the wind; also, to quieten; also LOUN, LOUND, LOWN, LOWNE
lownding	(Scots) still, sheltered from the wind; also, to quieten; also LOUN, LOUND, LOWN, LOWNE
lownds	(Scots) still, sheltered from the wind; also, to quieten; also LOUN, LOUND, LOWN, LOWNE
lowsening	the party held to mark a twenty-first birthday; also LOOSING
lowsenings	the party held to mark a twenty-first birthday; also LOOSING
lowsit	(Scots) slack, untied; also, to set free
lowt	(obsolete) to bend the body in respect; also LOUT
lowted	(obsolete) to bend the body in respect; also LOUT
lowting	(obsolete) to bend the body in respect; also LOUT
lowts	(obsolete) to bend the body in respect; also LOUT
lowveld	(South African) the low-lying bushveld country of the eastern Transvaal, famous for its big game
lowvelds	(South African) the low-lying bushveld country of the eastern Transvaal, famous for its big game
luach	(Hebrew) a tablet bearing the Commandments; also, a Jewish calendar of readings
luchot	(Hebrew) a tablet bearing the Commandments; also, a Jewish calendar of readings
luchoth	(Hebrew) a tablet bearing the Commandments; also, a Jewish calendar of readings
luckenbooth	(Scots) a lock-up stall, as in the row that stood by St Giles in old Edinburgh
luckenbooths	(Scots) a lock-up stall, as in the row that stood by St Giles in old Edinburgh
luckengowan	(Scots) the globeflower, whose petals close over the bloom
luckengowans	(Scots) the globeflower, whose petals close over the bloom
luckpennies	a coin held back from a sale or given with it for luck
luckpenny	a coin held back from a sale or given with it for luck
luiten	to permit; also, to hinder or obstruct
lulibub	(archaic) a boiled sweet mounted on a stick; also LOLLIPOP, LOLLYPOP
lulibubs	(archaic) a boiled sweet mounted on a stick; also LOLLIPOP, LOLLYPOP
luminarism	painting in which command of light and shade is the chief effect sought
luminarisms	painting in which command of light and shade is the chief effect sought
luminarist	a painter whose strength lies in the handling of light and shade
luminarists	a painter whose strength lies in the handling of light and shade
luninesses	the condition of being cracked or half mad
luppen	(Scots) to jump clear of the ground
lustick	(obsolete) in good health and spirits; also LUSTIQUE
lustique	(obsolete) in good health and spirits; also LUSTICK
lutten	to permit; also, to hinder or obstruct
luzzes	a bone of the lower spine once believed proof against destruction and the seed of resurrection
lyfull	(Spenser) brimming with the force of life; also LIFEFUL, LIFULL
lymphoadenoma	a malignant growth of the lymph glands, known as Hodgkin's disease
lymphoadenomas	a malignant growth of the lymph glands, known as Hodgkin's disease
lymphoadenomata	a malignant growth of the lymph glands, known as Hodgkin's disease
lynage	(obsolete) descent, ancestry; also LIGNAGE
lynages	(obsolete) descent, ancestry; also LIGNAGE
lyosorption	the taking up of a liquid onto a solid surface, particularly of solvent by particles held in suspension
lyosorptions	the taking up of a liquid onto a solid surface, particularly of solvent by particles held in suspension
macallum	(Scots) vanilla ice cream under a pouring of raspberry syrup
macallums	(Scots) vanilla ice cream under a pouring of raspberry syrup
maccheroncini	macaroni of a narrow gauge
maccheroncinis	macaroni of a narrow gauge
macrencephalia	the condition of having a brain larger than it should be; also MACRENCEPHALY, MACROCEPHALIA
macrencephalias	the condition of having a brain larger than it should be; also MACRENCEPHALY, MACROCEPHALIA
macropinakoid	a crystal face set parallel to the longer of the two lateral axes; also MACROPINACOID
macropinakoids	a crystal face set parallel to the longer of the two lateral axes; also MACROPINACOID
madafu	(Swahili) the liquid drawn from a green coconut
madafus	(Swahili) the liquid drawn from a green coconut
mafflin	one slow of understanding, a fool; also MAFFLING
mafflins	one slow of understanding, a fool; also MAFFLING
magianism	the doctrine and priestly system of the magi of ancient Persia
magianisms	the doctrine and priestly system of the magi of ancient Persia
magism	the body of teaching handed down by the magi
magisms	the body of teaching handed down by the magi
magnesstone	(Spenser) a magnetic ore that draws iron, the lodestone; also MAGNES
magnesstones	(Spenser) a magnetic ore that draws iron, the lodestone; also MAGNES
magnus	used in magnus hitch, a knot much like a clove hitch but with an extra turn
mahatmaism	the condition of being a mahatma, one of great soul
mahatmaisms	the condition of being a mahatma, one of great soul
maidenweed	another name for the mayweed, a strong-smelling roadside daisy
maidenweeds	another name for the mayweed, a strong-smelling roadside daisy
maidishnesses	the manner and reserve thought proper to an unmarried girl
mailpouch	a stout bag in which letters are carried
mailpouches	a stout bag in which letters are carried
maindoor	the chief entrance to a building
maindoors	the chief entrance to a building
maintopsail	the sail carried next above the mainsail on the mainmast
maintopsails	the sail carried next above the mainsail on the mainmast
maisterdome	(obsolete) the upper hand, command
maisterdomes	(obsolete) the upper hand, command
majoritaire	(French) one belonging to the larger wing of a political party, a socialist one above all
majoritaires	(French) one belonging to the larger wing of a political party, a socialist one above all
malaguetta	the pungent seed known as grains of Paradise, used as a spice
malaguettas	the pungent seed known as grains of Paradise, used as a spice
malakatoone	(obsolete) a peach of an unusually large kind; also MELICOTTON, MELOCOTON, MELOCOTOON
malakatoones	(obsolete) a peach of an unusually large kind; also MELICOTTON, MELOCOTON, MELOCOTOON
malam	a Muslim man of learning, used before the name as a title; also MALLAM
malams	a Muslim man of learning, used before the name as a title; also MALLAM
malentendu	(French) a thing taken up wrongly, a misunderstanding
malentendus	(French) a thing taken up wrongly, a misunderstanding
malgrado	(obsolete) notwithstanding, for all that; also MALGRE, MAUGER, MAUGRE, MAULGRE
malimprinted	said of a creature in which the process of imprinting has gone awry, leaving it drawn to the wrong species or to objects
malimprinting	the going awry of the imprinting process
malimprintings	the going awry of the imprinting process
mallander	a scurfy eruption at the bend behind a horse's knee; also MALANDER, MALLENDER
mallowpuff	(New Zealand) a chocolate-covered biscuit topped with a dome of marshmallow
mallowpuffs	(New Zealand) a chocolate-covered biscuit topped with a dome of marshmallow
mamakau	(Maori) a tall New Zealand tree fern whose pith was eaten; also MAMAKO, MAMAKU
mamakaus	(Maori) a tall New Zealand tree fern whose pith was eaten; also MAMAKO, MAMAKU
mamako	(Maori) a tall New Zealand tree fern whose pith was eaten; also MAMAKAU, MAMAKU
mamakos	(Maori) a tall New Zealand tree fern whose pith was eaten; also MAMAKAU, MAMAKU
mamilliform	shaped like a nipple; also MAMMILLIFORM
manatu	(Maori) a big deciduous New Zealand shrub that carries clusters of flowers
manawa	(Maori) the mangrove of New Zealand's northern shores
manawas	(Maori) the mangrove of New Zealand's northern shores
mancando	(Italian) growing fainter until the sound dies out
manent	(Latin) a stage direction meaning that the named characters stay on
mangulate	(Australian slang) to twist out of true, to wreck
mangulated	(Australian slang) to twist out of true, to wreck
mangulates	(Australian slang) to twist out of true, to wreck
mangulating	(Australian slang) to twist out of true, to wreck
manrider	a train that carries miners to and from the working face
manriders	a train that carries miners to and from the working face
manrikigusari	(Japanese) a Japanese weapon of chain with a weight at either end, swung or thrown
manrikigusaris	(Japanese) a Japanese weapon of chain with a weight at either end, swung or thrown
mansonries	(Shakespeare) a dwelling place, buildings; also MANSIONARY
mansonry	(Shakespeare) a dwelling place, buildings; also MANSIONARY
manteel	(obsolete) a cloak worn by a soldier, or a woman's short cape
manteels	(obsolete) a cloak worn by a soldier, or a woman's short cape
mapstick	the long shaft to which a mop head is fixed; also MOPSTICK
mapsticks	the long shaft to which a mop head is fixed; also MOPSTICK
marari	(Maori) the butterfish of New Zealand waters
mararis	(Maori) the butterfish of New Zealand waters
marero	one who belongs to a mara, a street gang of the United States or Central America
mareros	one who belongs to a mara, a street gang of the United States or Central America
marid	(Arabic) a jinn of the highest and most formidable rank
marids	(Arabic) a jinn of the highest and most formidable rank
mariniere	(French) cooked in white wine with onion and herbs, said above all of mussels
marmarise	to turn limestone into marble by heat and pressure; also MARMARIZE
marmarises	to turn limestone into marble by heat and pressure; also MARMARIZE
marmarising	to turn limestone into marble by heat and pressure; also MARMARIZE
marmarize	to turn limestone into marble by heat and pressure; also MARMARISE
marmarizes	to turn limestone into marble by heat and pressure; also MARMARISE
marmarizing	to turn limestone into marble by heat and pressure; also MARMARISE
marprelate	to attack the bishops in the railing style of the pamphleteer who signed himself Martin Marprelate in 1588 and 1589
marprelated	to attack the bishops in the railing style of the pamphleteer who signed himself Martin Marprelate in 1588 and 1589
marprelates	to attack the bishops in the railing style of the pamphleteer who signed himself Martin Marprelate in 1588 and 1589
marprelating	to attack the bishops in the railing style of the pamphleteer who signed himself Martin Marprelate in 1588 and 1589
marrels	a country board game played with counters, otherwise fivepenny morris; also MERELLS, MERELS, MERILS
marrum	(Old Norse) the tough grass whose roots bind coastal sand dunes; also MARRAM
marrums	(Old Norse) the tough grass whose roots bind coastal sand dunes; also MARRAM
marshlocks	the marsh cinquefoil, a purple-flowered plant of boggy ground
marshlockses	the marsh cinquefoil, a purple-flowered plant of boggy ground
marsport	(archaic) one who spoils the pleasure of others
marsports	(archaic) one who spoils the pleasure of others
martellando	(Italian) the playing of a string instrument with a hammered stroke, in short sharp detached bow movements
martellandos	(Italian) the playing of a string instrument with a hammered stroke, in short sharp detached bow movements
marybud	the unopened bud of the marigold
marybuds	the unopened bud of the marigold
mashiach	(Hebrew) in Judaism, the anointed one looked for as deliverer
mashiachs	(Hebrew) in Judaism, the anointed one looked for as deliverer
mashlim	a mixture of two grains grown and ground together; also MASHLAM, MASHLIN, MASHLOCH, MASHLUM, MASLIN, MONGCORN
mashlims	a mixture of two grains grown and ground together; also MASHLAM, MASHLIN, MASHLOCH, MASHLUM, MASLIN, MONGCORN
mashman	a brewery hand who assists at the mashing of the malt
mashmen	a brewery hand who assists at the mashing of the malt
maskallonge	a large North American pike of lakes and rivers; also MASKALONGE, MASKANONGE, MASKINONGE, MUSKELLUNGE, MUSKIE
maskallonges	a large North American pike of lakes and rivers; also MASKALONGE, MASKANONGE, MASKINONGE, MUSKELLUNGE, MUSKIE
maskalonge	a large North American pike of lakes and rivers, known by scores of spellings; also MASKALLONGE, MASKANONGE, MASKINONGE, MUSKELLUNGE, MUSKIE
maskalonges	a large North American pike of lakes and rivers, known by scores of spellings; also MASKALLONGE, MASKANONGE, MASKINONGE, MUSKELLUNGE, MUSKIE
maskanonge	a large North American pike of lakes and rivers; also MASKALLONGE, MASKALONGE, MASKINONGE, MUSKELLUNGE, MUSKIE
maskanonges	a large North American pike of lakes and rivers; also MASKALLONGE, MASKALONGE, MASKINONGE, MUSKELLUNGE, MUSKIE
masspriest	a priest kept in a chantry to sing masses for the souls of the dead
masspriests	a priest kept in a chantry to sing masses for the souls of the dead
matatas	(Maori) the New Zealand fernbird, a skulking marsh dweller
matellasse	(French) worked with a raised design as though quilted; also, a jacquard cloth so figured; also MATELASSE
matellasses	(French) worked with a raised design as though quilted; also, a jacquard cloth so figured; also MATELASSE
matlow	a sailor; also MATELOT, MATLO
matlows	a sailor; also MATELOT, MATLO
matriclinic	taking after the mother rather than the father; also MATRICLINOUS, MATROCLINAL, MATROCLINIC, MATROCLINOUS
matricular	having to do with a roll or register of members
matroclinal	taking after the mother rather than the father; also MATRICLINIC, MATRICLINOUS, MATROCLINIC, MATROCLINOUS
matroyshka	(Russian) a painted wooden doll that opens to hold smaller ones inside it; also MATRIOSHKA, MATRYOSHKA
matroyshkas	(Russian) a painted wooden doll that opens to hold smaller ones inside it; also MATRIOSHKA, MATRYOSHKA
maunna	(dialect) may not, must not
mauvais	(French) bad, ill-natured
mauvaise	(French) bad, ill-natured, of a feminine noun
mauveins	the first of the synthetic aniline dyes, purple in colour; also MAUVEINE, MAUVIN, MAUVINE
mauvins	the first of the synthetic aniline dyes, purple in colour; also MAUVEIN, MAUVEINE, MAUVINE
mawbound	bound up because the rumen has become packed and will not move
mawger	(Caribbean) spare of flesh, scrawny
mawpus	(slang) a coin of little worth, and hence money; also MOPUS
mawr	(dialect) a girl, especially a big raw-boned one; also MAUTHER, MAWTHER
mawrs	(dialect) a girl, especially a big raw-boned one; also MAUTHER, MAWTHER
maximus	a peal rung on twelve bells, the longest of the standard ringing methods
maximuses	a peal rung on twelve bells, the longest of the standard ringing methods
maysterdome	(Spenser) the upper hand, command
maysterdomes	(Spenser) the upper hand, command
mechanicalism	the view that everything that happens is settled by physical forces alone
mechanicalisms	the view that everything that happens is settled by physical forces alone
mechanomorphism	the doctrine that the universe can be accounted for wholly as a machine
medacca	(Japanese) a small Japanese freshwater fish, the ricefish; also MEDAKA
medaccas	(Japanese) a small Japanese freshwater fish, the ricefish; also MEDAKA
medicably	such that it may be treated with medicine
meemie	one given to fits of hysteria
megatechnology	technology conceived and deployed on a very large scale
megatonic	reckoned in megatons, that is in millions of tons
meiney	a lord's household taken together, servants and followers alike; also MEINIE, MEINY, MENYIE
meineys	a lord's household taken together, servants and followers alike; also MEINIE, MEINY, MENYIE
mekka	(Arabic) a place that draws people to it in great numbers; also MECCA
mekkas	(Arabic) a place that draws people to it in great numbers; also MECCA
melano	a person or beast whose colouring is unusually dark
melicotton	(obsolete) a peach of an unusually large kind; also MALAKATOONE, MELOCOTON, MELOCOTOON
melicottons	(obsolete) a peach of an unusually large kind; also MALAKATOONE, MELOCOTON, MELOCOTOON
meneers	(Dutch) the Dutch form of address answering to Mr or sir, and so a Dutchman; also MIJNHEER, MYNHEER
menopausic	having to do with the ceasing of menstruation in middle life; also MENOPAUSAL
menopolis	(colloquial) a district where single men greatly outnumber women
menopolises	(colloquial) a district where single men greatly outnumber women
menuisier	(French) a worker in wood who makes doors, panelling and chair frames
menuisiers	(French) a worker in wood who makes doors, panelling and chair frames
mercifide	(Spenser) to deal mercifully with
merel	one of the pieces moved on the board in the game of merils; also MERELL, MERIL
merell	one of the pieces moved on the board in the game of merils; also MEREL, MERIL
merells	one of the pieces moved on the board in the game of merils; also MEREL, MERIL
meril	one of the pieces moved on the board in the game of merils; also MEREL, MERELL
merimake	(Spenser) festivity, making merry
merimakes	(Spenser) festivity, making merry
merise	the small dark wild cherry from which cultivated sorts descend
mesenteronic	having to do with the mesenteron, the middle section of an insect's gut
meshugaasen	(Yiddish) crazy or senseless carrying-on; also MISHEGAAS, MISHEGOSS, MISHUGAS
meshugasen	(Yiddish) crazy or senseless carrying-on; also MISHEGAAS, MISHEGOSS, MISHUGAS
mesobenthos	the life of the sea floor at depths between about 182 and 914 metres
mesobenthoses	the life of the sea floor at depths between about 182 and 914 metres
mesognathies	the condition of having jaws that jut forward only slightly; also MESOGNATHISM
mesognathism	the condition of having jaws that jut forward only slightly; also MESOGNATHY
mesognathisms	the condition of having jaws that jut forward only slightly; also MESOGNATHY
mesognathy	the condition of having jaws that jut forward only slightly; also MESOGNATHISM
mesprizes	(Spenser) disdain, the holding of a thing cheap; also MESPRISE
mesquin	(French) petty and shabby in spirit
mesquine	(French) petty and shabby in spirit, of a feminine noun
mesquinerie	(French) pettiness of spirit, a small-minded act
mesquineries	(French) pettiness of spirit, a small-minded act
metagrabolise	to puzzle a thing out, or to leave someone thoroughly baffled; also METAGRABOLIZE, METAGROBOLISE, METAGROBOLIZE
metagrabolises	to puzzle a thing out, or to leave someone thoroughly baffled; also METAGRABOLIZE, METAGROBOLISE, METAGROBOLIZE
metagrabolising	to puzzle a thing out, or to leave someone thoroughly baffled; also METAGRABOLIZE, METAGROBOLISE, METAGROBOLIZE
metagrabolize	to puzzle a thing out, or to leave someone thoroughly baffled; also METAGRABOLISE, METAGROBOLISE, METAGROBOLIZE
metagrabolizes	to puzzle a thing out, or to leave someone thoroughly baffled; also METAGRABOLISE, METAGROBOLISE, METAGROBOLIZE
metagrabolizing	to puzzle a thing out, or to leave someone thoroughly baffled; also METAGRABOLISE, METAGROBOLISE, METAGROBOLIZE
metagrobolising	to puzzle a thing out, or to leave someone thoroughly baffled; also METAGRABOLISE, METAGRABOLIZE, METAGROBOLIZE
metairie	(French) a holding worked on shares, the tenant paying the owner part of the crop
metairies	(French) a holding worked on shares, the tenant paying the owner part of the crop
metallidings	an electrolytic process carried out at high heat that alloys one metal into the surface of another
metaperiodic	used in metaperiodic acid, the simplest of the periodic acids
metaphysicising	to treat a matter in metaphysical terms; also METAPHYSICIZE
metarchon	a harmless agent, such as one that masks a pheromone, which shortens the time a pest can persist
metarchons	a harmless agent, such as one that masks a pheromone, which shortens the time a pest can persist
metcast	a broadcast forecast of the weather
metcasts	a broadcast forecast of the weather
metecdyses	the spell after an arthropod has cast its skin, while the new cuticle hardens
metecdysis	the spell after an arthropod has cast its skin, while the new cuticle hardens
metestick	a rod cut to a known length for measuring; also METEWAND, METEYARD
metesticks	a rod cut to a known length for measuring; also METEWAND, METEYARD
metestrous	having to do with the metestrus, the quiet phase that follows oestrus in the cycle; also METOESTROUS
methylphenol	any of the aromatic compounds better known as cresols, got from coal tar
methylphenols	any of the aromatic compounds better known as cresols, got from coal tar
methylthionine	used in methylthionine chloride, the dark green dye methylene blue, used to stain tissue and as a mild antiseptic
methylthionines	used in methylthionine chloride, the dark green dye methylene blue, used to stain tissue and as a mild antiseptic
methyses	the state of being drunk
methysis	the state of being drunk
metoestrous	having to do with the metoestrus, the quiet phase that follows oestrus in the cycle; also METESTROUS
metrologic	having to do with metrology, the science of measurement and its standards; also METROLOGICAL
metrostyle	the pointer on a player piano by which the operator controls the speed of the roll
metrostyles	the pointer on a player piano by which the operator controls the speed of the roll
mevrou	(South African) madam, a courteous form of address to a woman
mevrous	(South African) madam, a courteous form of address to a woman
micate	to face or overlay with mica
micated	to face or overlay with mica
micates	to face or overlay with mica
micating	to face or overlay with mica
micht	(Scots) strength, power
michts	(Scots) strength, power
microcephal	one whose head is abnormally small
microcephals	one whose head is abnormally small
microfiling	the copying of a file's contents onto microfilm for storage
microfilings	the copying of a file's contents onto microfilm for storage
micromicrocurie	one millionth of a millionth of a curie
micropolis	an urban centre too small to rank as a city proper but serving as a trade hub for its district
micropolises	an urban centre too small to rank as a city proper but serving as a trade hub for its district
micropyrometer	a pyrometer built to read the temperature of very small bodies
micropyrometers	a pyrometer built to read the temperature of very small bodies
microstomatous	having a mouth of unusually small size; also MICROSTOMOUS
microstomous	having a mouth of unusually small size; also MICROSTOMATOUS
middelskot	(South African) a part payment made to a farmer before the final settling for a crop or wool clip
middelskots	(South African) a part payment made to a farmer before the final settling for a crop or wool clip
midshipmate	a midshipman, a junior officer under training
midshipmates	a midshipman, a junior officer under training
miha	(Maori) a fern frond still curled and not yet opened
mihas	(Maori) a fern frond still curled and not yet opened
milchik	(Yiddish) belonging to the dairy side of the kitchen, made with milk; also MILCHIG
millionnairess	a woman whose fortune runs to a million
millscale	the flaky oxide that forms on iron or steel heated for working
millscales	the flaky oxide that forms on iron or steel heated for working
milltail	the channel by which water leaves a mill wheel, the tailrace
milltails	the channel by which water leaves a mill wheel, the tailrace
mimsey	prim and demure to the point of primness; also MIM, MIMSY
mingimingi	(Maori) a New Zealand shrub of the coprosma kind that bears white berries
mingimingis	(Maori) a New Zealand shrub of the coprosma kind that bears white berries
minnick	to pick at one's food, to eat with affected daintiness; also MINNOCK
minnicked	to pick at one's food, to eat with affected daintiness; also MINNOCK
minnicking	to pick at one's food, to eat with affected daintiness; also MINNOCK
minnicks	to pick at one's food, to eat with affected daintiness; also MINNOCK
minoritaire	(French) one belonging to the smaller wing of a political party, a socialist one above all
minoritaires	(French) one belonging to the smaller wing of a political party, a socialist one above all
mirchi	(Hinglish) chilli-hot
mirkinesses	the condition of being dim and gloomy; also MURKINESS
mirlier	streaked and veined like marble
mirliest	streaked and veined like marble
misaunter	(Scots) a stroke of bad luck, a mishap; also MISCHANTER, MISHANTER
misaunters	(Scots) a stroke of bad luck, a mishap; also MISCHANTER, MISHANTER
misch	used in misch metal, an alloy of cerium with other rare earths that sparks when struck, used for lighter flints
mischanter	(Scots) a stroke of bad luck, a mishap; also MISAUNTER, MISHANTER
mischanters	(Scots) a stroke of bad luck, a mishap; also MISAUNTER, MISHANTER
miscreaunce	(Spenser) wrong belief in matters of religion; also MISCREANCE, MISCREANCY
miscreaunces	(Spenser) wrong belief in matters of religion; also MISCREANCE, MISCREANCY
mishegaasen	(Yiddish) crazy or senseless carrying-on; also MESHUGAAS, MISHEGOSS, MISHUGAS
mishguggle	(Scots) to make a mess of, to spoil in the handling; also MISGUGGLE
mishguggled	(Scots) to make a mess of, to spoil in the handling; also MISGUGGLE
mishguggles	(Scots) to make a mess of, to spoil in the handling; also MISGUGGLE
mishguggling	(Scots) to make a mess of, to spoil in the handling; also MISGUGGLE
misleeke	(Spenser) to take a dislike to; also MISLIKE
misleeked	(Spenser) to take a dislike to; also MISLIKE
misleekes	(Spenser) to take a dislike to; also MISLIKE
misleeking	(Spenser) to take a dislike to; also MISLIKE
misoclere	bearing a settled hatred of the priesthood
mistrayned	(Spenser) drawn off the right path, led astray
miswandred	(Spenser) having strayed from the way
mithradatic	serving to counteract a poison; also MITHRIDATIC
mobbie	(Caribbean) a foaming drink brewed from boiled tree bark; also MAUBY, MOBBY
mobble	(obsolete) to wrap up or muffle; also MOBLE
mobbled	(obsolete) to wrap up or muffle; also MOBLE
mobbles	(obsolete) to wrap up or muffle; also MOBLE
mobbling	(obsolete) to wrap up or muffle; also MOBLE
moccies	(Australian slang) soft heelless shoes of the moccasin kind
mochell	(Spenser) a great quantity, much; also MEIKLE, MICKLE, MUCHEL, MUCHELL
mochells	(Spenser) a great quantity, much; also MEIKLE, MICKLE, MUCHEL, MUCHELL
mochinesses	(Scots) close damp weather, and the mould it brings on
modge	(dialect) to botch a piece of work
modged	(dialect) to botch a piece of work
modges	(dialect) to botch a piece of work
modging	(dialect) to botch a piece of work
